trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,block_trade_id,combo_id,liquidation,combo_trade_id
203,262777727,2023-08-17 21:42:49,2,0.0735,0.07229237,49.72,BTC-28JUN24-40000-C,27117.4,sell,,0.1,,,,
204,262793297,2023-08-17 21:44:56,2,0.068,0.0627508,54.68,BTC-28JUN24-40000-C,25606.56,sell,,0.1,,,T,
205,262852718,2023-08-17 22:07:10,0,0.1395,0.12483836,76.54,BTC-28JUN24-40000-C,26327.5,sell,,0.6,,,M,
206,262869426,2023-08-17 22:17:40,0,0.14,0.13685319,73.42,BTC-28JUN24-40000-C,26392.43,buy,,2.0,,,T,
207,262871794,2023-08-17 22:19:04,1,0.14,0.13664629,73.39,BTC-28JUN24-40000-C,26343.15,buy,,0.1,,,T,
208,262876716,2023-08-17 22:22:30,1,0.14,0.13745322,73.09,BTC-28JUN24-40000-C,26346.25,buy,,1.1,,,T,
209,262930198,2023-08-17 23:21:32,2,0.09,0.08838524,56.14,BTC-28JUN24-40000-C,26735.47,buy,,0.1,,,,
210,262931963,2023-08-17 23:24:38,3,0.09,0.08847496,56.09,BTC-28JUN24-40000-C,26750.94,buy,,2.0,,,T,
211,262931990,2023-08-17 23:24:43,0,0.093,0.08852757,56.99,BTC-28JUN24-40000-C,26747.2,sell,,2.0,,,M,
212,262938388,2023-08-17 23:33:41,2,0.0905,0.08802087,56.71,BTC-28JUN24-40000-C,26583.63,buy,,1.1,,,T,
213,262938391,2023-08-17 23:33:43,0,0.0915,0.08802359,57.01,BTC-28JUN24-40000-C,26582.1,buy,,2.0,,,T,
214,262938402,2023-08-17 23:33:47,1,0.0915,0.08809893,57.02,BTC-28JUN24-40000-C,26579.07,buy,,0.1,,,T,
215,262950001,2023-08-18 00:10:55,0,0.0925,0.09057141,57.12,BTC-28JUN24-40000-C,26754.73,sell,,0.1,,,,
216,262959251,2023-08-18 01:29:55,2,0.089,0.08611108,56.5,BTC-28JUN24-40000-C,26602.12,buy,,0.1,,,,
217,262959462,2023-08-18 01:32:20,2,0.0885,0.08624306,56.33,BTC-28JUN24-40000-C,26605.52,buy,,0.1,,,,
218,262972972,2023-08-18 03:57:36,2,0.0845,0.08490259,55.55,BTC-28JUN24-40000-C,26397.54,sell,,0.2,,,,
219,262987726,2023-08-18 05:56:22,2,0.081,0.08033295,54.26,BTC-28JUN24-40000-C,26431.13,buy,,10.0,,,,
220,263012096,2023-08-18 08:35:59,2,0.077,0.07779888,53.06,BTC-28JUN24-40000-C,26442.87,buy,,0.1,,,,
221,263042921,2023-08-18 13:40:12,2,0.073,0.07141989,52.27,BTC-28JUN24-40000-C,26304.36,buy,,1.0,,,,
222,263087981,2023-08-18 18:10:22,2,0.0697,0.0691206,52.34,BTC-28JUN24-40000-C,25936.92,buy,,13.0,91195,,,
223,263092964,2023-08-18 18:51:51,2,0.0685,0.07046881,51.19,BTC-28JUN24-40000-C,26206.98,sell,,0.5,,,,
224,263093273,2023-08-18 18:55:02,0,0.069,0.06994314,51.42,BTC-28JUN24-40000-C,26178.08,buy,,0.4,,,,
225,263098343,2023-08-18 19:49:27,2,0.0685,0.06930094,51.52,BTC-28JUN24-40000-C,26091.07,buy,,2.2,,,,
226,263108782,2023-08-18 23:38:35,2,0.0675,0.06932185,51.44,BTC-28JUN24-40000-C,26029.93,sell,,0.2,,,,
227,263148724,2023-08-19 18:13:34,0,0.068,0.0695226,51.63,BTC-28JUN24-40000-C,26066.0,sell,,0.1,,,,
228,263149927,2023-08-19 18:26:31,2,0.067,0.06841215,51.27,BTC-28JUN24-40000-C,26066.72,sell,,0.1,,,,
229,263150877,2023-08-19 18:32:31,2,0.0655,0.06648134,50.69,BTC-28JUN24-40000-C,26110.27,sell,,0.2,,,,
230,263151938,2023-08-19 18:37:23,2,0.0635,0.06433877,50.03,BTC-28JUN24-40000-C,26099.87,sell,,0.2,,,,
231,263174143,2023-08-20 10:44:15,0,0.065,0.06635597,50.48,BTC-28JUN24-40000-C,26132.7,sell,,5.0,,,,
232,263174144,2023-08-20 10:44:17,1,0.065,0.06636498,50.47,BTC-28JUN24-40000-C,26134.05,sell,,5.0,,,,
233,263187567,2023-08-20 21:02:47,2,0.0645,0.06599552,50.12,BTC-28JUN24-40000-C,26221.75,buy,,0.1,,,,
234,263187568,2023-08-20 21:02:52,0,0.065,0.06599258,50.28,BTC-28JUN24-40000-C,26221.39,buy,,0.1,,,,
235,263194426,2023-08-21 02:32:26,2,0.064,0.06426695,50.19,BTC-28JUN24-40000-C,26101.84,sell,,0.4,,,,
236,263201271,2023-08-21 06:05:55,2,0.063,0.06445219,49.87,BTC-28JUN24-40000-C,26113.24,sell,,0.1,,,,
237,263203826,2023-08-21 07:33:06,0,0.0645,0.06345981,50.62,BTC-28JUN24-40000-C,26000.07,sell,,0.4,,,,
238,263204348,2023-08-21 07:46:59,1,0.0645,0.06380095,50.59,BTC-28JUN24-40000-C,26020.76,buy,,0.4,,,,
239,263204521,2023-08-21 07:53:58,0,0.065,0.06411453,50.74,BTC-28JUN24-40000-C,26013.65,buy,,0.4,,,,
240,263205234,2023-08-21 08:06:55,1,0.065,0.06464524,50.74,BTC-28JUN24-40000-C,26013.73,sell,,0.4,,,,
241,263205562,2023-08-21 08:18:08,1,0.065,0.06432329,50.82,BTC-28JUN24-40000-C,25989.36,buy,,0.6,,,,
242,263206245,2023-08-21 08:37:53,0,0.0665,0.06543982,51.15,BTC-28JUN24-40000-C,26051.45,buy,,0.1,,,,
243,263206255,2023-08-21 08:38:35,2,0.066,0.06532556,51.02,BTC-28JUN24-40000-C,26043.96,buy,,0.1,,,,
244,263225377,2023-08-21 14:56:05,0,0.068,0.06779562,51.49,BTC-28JUN24-40000-C,26121.14,sell,,0.3,,,,
245,263239658,2023-08-21 19:47:14,2,0.067,0.06751509,51.21,BTC-28JUN24-40000-C,26130.56,sell,,0.3,,,,
246,263257892,2023-08-22 09:19:29,2,0.064,0.06354016,50.6,BTC-28JUN24-40000-C,26048.64,sell,,0.3,,,,
247,263322439,2023-08-23 08:04:15,0,0.067,0.06656874,51.66,BTC-28JUN24-40000-C,26050.66,buy,,1.6,,,,
248,263375006,2023-08-23 18:11:18,0,0.078,0.07664076,53.71,BTC-28JUN24-40000-C,26525.55,buy,,1.3,,,,
249,263375066,2023-08-23 18:11:50,0,0.0785,0.07751718,53.87,BTC-28JUN24-40000-C,26520.85,sell,,1.8,,,,
250,263375089,2023-08-23 18:12:18,0,0.0795,0.0779967,54.2,BTC-28JUN24-40000-C,26513.83,buy,,1.6,,,,
251,263375287,2023-08-23 18:12:41,0,0.08,0.07879317,54.29,BTC-28JUN24-40000-C,26539.23,buy,,12.3,,,,
252,263375990,2023-08-23 18:18:27,0,0.0815,0.07993271,54.75,BTC-28JUN24-40000-C,26532.04,buy,,0.1,,,,
253,263388293,2023-08-23 20:02:23,2,0.0805,0.08338281,54.51,BTC-28JUN24-40000-C,26545.87,sell,,0.8,,,,
254,263389375,2023-08-23 20:14:05,2,0.077,0.0783546,53.41,BTC-28JUN24-40000-C,26569.18,buy,,0.1,,,,
255,263394624,2023-08-23 21:18:21,2,0.073,0.07507317,52.1,BTC-28JUN24-40000-C,26606.09,sell,,0.1,,,,
256,263429496,2023-08-24 11:49:26,3,0.073,0.07372658,52.46,BTC-28JUN24-40000-C,26495.37,buy,,0.1,,,,
257,263431635,2023-08-24 12:30:57,2,0.0715,0.0736083,52.22,BTC-28JUN24-40000-C,26411.44,buy,,0.1,,,,
258,263432277,2023-08-24 12:46:25,0,0.075,0.07383124,53.31,BTC-28JUN24-40000-C,26399.58,buy,,0.1,,,,
259,263432786,2023-08-24 12:58:55,2,0.0745,0.07374702,53.21,BTC-28JUN24-40000-C,26382.12,sell,,0.1,,,,
260,263435998,2023-08-24 13:44:17,2,0.073,0.07318104,52.91,BTC-28JUN24-40000-C,26309.99,buy,,0.1,,,,
261,263439637,2023-08-24 14:27:51,3,0.073,0.07331557,53.13,BTC-28JUN24-40000-C,26220.99,buy,,0.1,,,,
262,263442413,2023-08-24 14:41:35,0,0.074,0.0725811,53.74,BTC-28JUN24-40000-C,26133.74,buy,,0.1,,,,
263,263446456,2023-08-24 15:03:43,2,0.0715,0.07239929,53.01,BTC-28JUN24-40000-C,26122.22,buy,,0.1,,,,
264,263451306,2023-08-24 15:57:22,0,0.074,0.07200838,54.08,BTC-28JUN24-40000-C,26013.2,buy,,0.1,,,,
265,263452073,2023-08-24 16:08:31,2,0.0705,0.07182544,52.97,BTC-28JUN24-40000-C,26044.57,buy,,0.1,,,,
266,263453959,2023-08-24 16:37:41,0,0.074,0.071889,54.01,BTC-28JUN24-40000-C,26071.54,buy,,0.1,,,,
267,263454605,2023-08-24 16:50:39,2,0.0715,0.07231256,53.03,BTC-28JUN24-40000-C,26132.26,sell,,0.1,,,,
268,263455433,2023-08-24 17:10:08,0,0.0735,0.0723137,53.74,BTC-28JUN24-40000-C,26083.4,sell,,0.1,,,,
269,263460669,2023-08-24 18:38:16,2,0.073,0.07162712,53.85,BTC-28JUN24-40000-C,25996.18,buy,,0.1,,,,
270,263464730,2023-08-24 20:31:18,0,0.074,0.07217892,54.07,BTC-28JUN24-40000-C,26048.49,sell,,0.1,,,,
271,263467492,2023-08-24 21:52:43,1,0.074,0.07249682,54.0,BTC-28JUN24-40000-C,26068.18,buy,,0.1,,,,
272,263503746,2023-08-25 09:31:09,2,0.07,0.07198813,52.65,BTC-28JUN24-40000-C,26112.88,sell,,0.1,,,,
273,263544818,2023-08-25 19:37:39,0,0.0705,0.07031443,53.34,BTC-28JUN24-40000-C,25949.48,sell,,0.1,,,,
274,263547782,2023-08-25 22:02:52,0,0.0731,0.07208281,53.92,BTC-28JUN24-40000-C,26053.15,buy,,12.5,92658,BTC-CS-28JUN24-40000_50000,,
275,263585455,2023-08-28 04:09:36,2,0.07,0.07116963,53.27,BTC-28JUN24-40000-C,26000.09,sell,,0.1,,,,
276,263585456,2023-08-28 04:09:36,3,0.07,0.07116963,53.27,BTC-28JUN24-40000-C,26000.09,sell,,0.1,,,,
277,263602364,2023-08-28 12:15:10,0,0.0708,0.07064784,53.41,BTC-28JUN24-40000-C,26078.3,buy,,12.5,92782,BTC-CS-28JUN24-40000_50000,,
278,263646961,2023-08-29 14:20:40,0,0.0715,0.07190279,52.8,BTC-28JUN24-40000-C,26445.86,buy,,1.0,,,,
279,263646962,2023-08-29 14:20:40,1,0.0715,0.07190279,52.8,BTC-28JUN24-40000-C,26445.86,buy,,0.1,,,,
280,263646963,2023-08-29 14:20:40,1,0.0715,0.07190279,52.8,BTC-28JUN24-40000-C,26445.86,buy,,0.1,,,,
281,263651606,2023-08-29 14:21:40,0,0.073,0.07345124,52.76,BTC-28JUN24-40000-C,26627.2,buy,,1.0,,,,
282,263651607,2023-08-29 14:21:40,1,0.073,0.07345124,52.76,BTC-28JUN24-40000-C,26627.2,buy,,0.1,,,,
283,263651608,2023-08-29 14:21:40,1,0.073,0.07345124,52.76,BTC-28JUN24-40000-C,26627.2,buy,,0.1,,,,
284,263652426,2023-08-29 14:21:55,0,0.074,0.07481528,52.64,BTC-28JUN24-40000-C,26772.52,buy,,1.0,,,,
285,263670559,2023-08-29 14:33:33,0,0.077,0.07677265,52.67,BTC-28JUN24-40000-C,27129.41,buy,,0.1,,,,
286,263682569,2023-08-29 14:41:33,0,0.082,0.08027605,53.34,BTC-28JUN24-40000-C,27453.26,buy,,0.1,,,,
287,263715469,2023-08-29 15:40:52,0,0.0835,0.08279511,53.74,BTC-28JUN24-40000-C,27441.47,sell,,2.2,,,,
288,263722930,2023-08-29 16:13:43,0,0.084,0.08427651,53.22,BTC-28JUN24-40000-C,27692.21,buy,,1.1,,,,
289,263752855,2023-08-29 17:38:40,0,0.0865,0.08586438,53.2,BTC-28JUN24-40000-C,27968.92,sell,,0.1,,,,
290,263753497,2023-08-29 17:42:59,1,0.0865,0.08593634,53.29,BTC-28JUN24-40000-C,27931.16,sell,,0.1,,,,
291,263803468,2023-08-30 08:07:45,2,0.0795,0.0787338,52.54,BTC-28JUN24-40000-C,27416.08,sell,,0.1,,,,
292,263803707,2023-08-30 08:16:34,3,0.0795,0.07911039,52.55,BTC-28JUN24-40000-C,27408.17,sell,,0.1,,,,
293,263806091,2023-08-30 09:04:57,2,0.079,0.07967313,52.28,BTC-28JUN24-40000-C,27457.9,sell,,0.1,,,,
294,263806092,2023-08-30 09:04:57,2,0.0785,0.07967313,52.13,BTC-28JUN24-40000-C,27457.9,sell,,0.1,,,,
295,263816238,2023-08-30 13:37:46,2,0.078,0.07795017,52.46,BTC-28JUN24-40000-C,27285.57,sell,,0.1,,,,
296,263824829,2023-08-30 14:50:29,2,0.077,0.077392,52.57,BTC-28JUN24-40000-C,27155.55,sell,,0.1,,,,
297,263852881,2023-08-31 07:55:52,2,0.0745,0.07679227,51.69,BTC-28JUN24-40000-C,27245.86,sell,,0.2,,,,
298,263853077,2023-08-31 07:57:29,3,0.0745,0.07681901,51.66,BTC-28JUN24-40000-C,27255.57,sell,,0.2,,,,
299,263854057,2023-08-31 08:10:11,0,0.077,0.07614044,52.47,BTC-28JUN24-40000-C,27245.76,buy,,2.1,,,,
300,263860637,2023-08-31 11:42:27,0,0.0785,0.07816369,52.51,BTC-28JUN24-40000-C,27431.37,buy,,1.0,,,,
301,263913018,2023-08-31 18:50:05,2,0.0655,0.06863501,51.65,BTC-28JUN24-40000-C,26197.73,sell,,0.2,,,,
302,263949813,2023-09-01 03:04:46,0,0.066,0.06730463,52.37,BTC-28JUN24-40000-C,26047.64,sell,,2.5,,,,
303,263949814,2023-09-01 03:04:59,2,0.0655,0.06729706,52.21,BTC-28JUN24-40000-C,26047.52,sell,,1.3,,,,
304,263949815,2023-09-01 03:04:59,3,0.0655,0.06729706,52.21,BTC-28JUN24-40000-C,26047.52,sell,,1.2,,,,
305,263950062,2023-09-01 03:22:43,0,0.066,0.06639059,52.38,BTC-28JUN24-40000-C,26034.55,buy,,1.0,,,,
306,263951127,2023-09-01 04:57:22,0,0.068,0.06632634,53.04,BTC-28JUN24-40000-C,26032.19,buy,,0.2,,,,
307,263962743,2023-09-01 09:19:37,2,0.0665,0.06658832,52.52,BTC-28JUN24-40000-C,26017.51,buy,,1.0,,,,
308,264068042,2023-09-03 23:45:01,2,0.0655,0.06609286,52.63,BTC-28JUN24-40000-C,25962.25,buy,,1.0,,,,
309,264164608,2023-09-06 08:55:47,2,0.0629,0.06416102,52.57,BTC-28JUN24-40000-C,25742.96,buy,,25.0,94282,BTC-CCAL-28JUN24_29MAR24-40000,,
310,264168135,2023-09-06 11:29:13,0,0.064,0.06345025,52.98,BTC-28JUN24-40000-C,25745.95,buy,,1.0,,,,
311,264187849,2023-09-06 17:05:18,2,0.0625,0.06215069,53.37,BTC-28JUN24-40000-C,25420.1,sell,,0.1,,,,
312,264335191,2023-09-08 20:44:46,0,0.066,0.06626115,53.63,BTC-28JUN24-40000-C,25881.64,sell,,0.1,,,,
313,264335217,2023-09-08 20:45:27,2,0.0655,0.06618233,53.48,BTC-28JUN24-40000-C,25874.3,sell,,10.0,,,,
314,264335218,2023-09-08 20:45:27,3,0.0655,0.06618233,53.48,BTC-28JUN24-40000-C,25874.3,sell,,0.9,,,,
315,264335227,2023-09-08 20:45:55,2,0.0645,0.06614037,53.14,BTC-28JUN24-40000-C,25873.98,sell,,1.2,,,,
316,264335359,2023-09-08 20:48:00,3,0.0645,0.06484304,53.1,BTC-28JUN24-40000-C,25890.53,buy,,1.3,,,,
317,264374895,2023-09-10 20:23:14,0,0.066,0.06539622,53.8,BTC-28JUN24-40000-C,25880.5,sell,,0.1,,,,
318,264375807,2023-09-10 20:35:26,2,0.0655,0.06545059,53.77,BTC-28JUN24-40000-C,25811.32,sell,,0.2,,,,
319,264382323,2023-09-11 00:00:48,2,0.065,0.06530751,53.6,BTC-28JUN24-40000-C,25836.39,sell,,0.2,,,,
320,264383385,2023-09-11 00:36:14,2,0.064,0.06404376,53.52,BTC-28JUN24-40000-C,25747.18,sell,,0.5,,,,
321,264393556,2023-09-11 07:37:02,0,0.0655,0.06584964,53.88,BTC-28JUN24-40000-C,25802.31,sell,,8.0,,,,
322,264393557,2023-09-11 07:37:02,1,0.0655,0.06584964,53.88,BTC-28JUN24-40000-C,25802.31,sell,,8.0,,,,
323,264393562,2023-09-11 07:37:02,1,0.0655,0.06584964,53.88,BTC-28JUN24-40000-C,25802.31,sell,,1.4,,,,
324,264393563,2023-09-11 07:37:02,1,0.0655,0.06584964,53.88,BTC-28JUN24-40000-C,25802.31,sell,,1.0,,,,
325,264393652,2023-09-11 07:43:11,2,0.0635,0.06417421,53.23,BTC-28JUN24-40000-C,25796.02,buy,,1.1,,,,
326,264396407,2023-09-11 08:49:36,3,0.0635,0.06357835,53.2,BTC-28JUN24-40000-C,25790.7,buy,,1.4,,,,
327,264396433,2023-09-11 08:50:53,0,0.064,0.06355636,53.38,BTC-28JUN24-40000-C,25790.45,sell,,5.0,,,,
328,264396450,2023-09-11 08:51:32,1,0.064,0.06356302,53.37,BTC-28JUN24-40000-C,25792.1,sell,,1.1,,,,
329,264453069,2023-09-11 17:52:58,2,0.063,0.06255457,54.82,BTC-28JUN24-40000-C,25166.51,buy,,2.1,,,,
330,264455315,2023-09-11 19:07:13,2,0.0625,0.06282397,54.66,BTC-28JUN24-40000-C,25150.3,buy,,0.1,,,,
331,264455316,2023-09-11 19:07:16,3,0.0625,0.06282319,54.66,BTC-28JUN24-40000-C,25150.3,buy,,0.1,,,,
332,264455333,2023-09-11 19:07:39,3,0.0625,0.06272983,54.7,BTC-28JUN24-40000-C,25133.48,buy,,0.2,,,,
333,264455337,2023-09-11 19:07:42,3,0.0625,0.06269948,54.71,BTC-28JUN24-40000-C,25133.3,buy,,0.2,,,,
334,264455338,2023-09-11 19:07:45,3,0.0625,0.06270515,54.7,BTC-28JUN24-40000-C,25133.53,buy,,0.2,,,,
335,264455339,2023-09-11 19:07:48,3,0.0625,0.06271898,54.7,BTC-28JUN24-40000-C,25136.35,buy,,0.2,,,,
336,264455342,2023-09-11 19:07:52,3,0.0625,0.06273378,54.7,BTC-28JUN24-40000-C,25136.43,buy,,0.2,,,,
337,264455343,2023-09-11 19:07:55,3,0.0625,0.06273377,54.7,BTC-28JUN24-40000-C,25136.44,buy,,0.2,,,,
338,264455344,2023-09-11 19:07:57,3,0.0625,0.06273512,54.69,BTC-28JUN24-40000-C,25136.42,buy,,0.2,,,,
339,264455351,2023-09-11 19:08:02,3,0.0625,0.06273558,54.69,BTC-28JUN24-40000-C,25136.25,buy,,0.2,,,,
340,264461909,2023-09-11 20:19:05,0,0.064,0.06354305,55.38,BTC-28JUN24-40000-C,25091.71,buy,,0.2,,,,
341,264461955,2023-09-11 20:20:35,2,0.0635,0.06352574,55.23,BTC-28JUN24-40000-C,25080.93,sell,,0.2,,,,
342,264462776,2023-09-11 20:38:01,2,0.063,0.06338576,54.99,BTC-28JUN24-40000-C,25105.97,sell,,0.1,,,,
343,264462972,2023-09-11 20:44:15,2,0.0625,0.06310069,54.83,BTC-28JUN24-40000-C,25099.85,sell,,12.0,,,,
344,264463263,2023-09-11 20:54:21,3,0.0625,0.06268404,54.83,BTC-28JUN24-40000-C,25104.8,buy,,1.9,,,,
345,264464665,2023-09-11 21:22:56,2,0.062,0.06238945,54.49,BTC-28JUN24-40000-C,25171.72,sell,,0.1,,,,
346,264481338,2023-09-12 03:22:42,0,0.063,0.06425261,53.45,BTC-28JUN24-40000-C,25686.54,buy,,2.5,,,,
347,264481339,2023-09-12 03:22:42,1,0.063,0.06422527,53.45,BTC-28JUN24-40000-C,25686.54,buy,,2.5,,,,
348,264481344,2023-09-12 03:22:44,1,0.063,0.06422068,53.46,BTC-28JUN24-40000-C,25688.72,buy,,1.8,,,,
349,264496069,2023-09-12 04:40:21,0,0.064,0.06545194,53.38,BTC-28JUN24-40000-C,25826.63,sell,,0.2,,,,
350,264550264,2023-09-12 16:20:51,0,0.0685,0.06847391,53.83,BTC-28JUN24-40000-C,26212.03,buy,,0.8,,,,
351,264594912,2023-09-13 07:56:31,2,0.067,0.06661417,54.31,BTC-28JUN24-40000-C,25887.93,buy,,2.2,,,,
352,264596574,2023-09-13 08:47:12,0,0.0675,0.0674049,54.33,BTC-28JUN24-40000-C,25960.38,sell,,0.5,,,,
353,264655512,2023-09-14 06:03:36,0,0.071,0.07064583,54.93,BTC-28JUN24-40000-C,26211.79,buy,,0.1,,,,
354,264655733,2023-09-14 06:15:57,0,0.0715,0.07094716,55.03,BTC-28JUN24-40000-C,26232.0,buy,,0.1,,,,
355,264656333,2023-09-14 06:43:24,0,0.072,0.07146929,55.1,BTC-28JUN24-40000-C,26262.02,buy,,0.1,,,,
356,264656335,2023-09-14 06:43:26,0,0.0725,0.07146907,55.26,BTC-28JUN24-40000-C,26262.02,buy,,0.1,,,,
357,264656336,2023-09-14 06:43:26,1,0.0725,0.07146907,55.26,BTC-28JUN24-40000-C,26262.02,buy,,1.0,,,,
358,264656625,2023-09-14 06:53:40,2,0.072,0.07192421,55.11,BTC-28JUN24-40000-C,26261.48,sell,,0.8,,,,
359,264664085,2023-09-14 10:52:39,0,0.0725,0.07190887,55.21,BTC-28JUN24-40000-C,26301.42,buy,,1.2,,,,
360,264684532,2023-09-14 13:38:18,0,0.0749,0.07435019,55.11,BTC-28JUN24-40000-C,26616.36,sell,,12.5,95549,BTC-CS-28JUN24-40000_50000,,
361,264686029,2023-09-14 13:52:11,2,0.0745,0.0740241,55.12,BTC-28JUN24-40000-C,26565.64,sell,,12.5,95550,BTC-CS-28JUN24-40000_50000,,
362,264688187,2023-09-14 14:18:03,0,0.0746,0.07430877,55.09,BTC-28JUN24-40000-C,26593.9,sell,,12.5,95554,BTC-CS-28JUN24-40000_50000,,
363,264703615,2023-09-14 18:35:27,2,0.074,0.07409966,54.45,BTC-28JUN24-40000-C,26770.58,buy,,0.3,,,,
364,264867451,2023-09-18 09:35:04,2,0.0735,0.07303449,54.64,BTC-28JUN24-40000-C,26801.58,buy,,0.8,,,,
365,264867454,2023-09-18 09:35:04,3,0.0735,0.07303449,54.64,BTC-28JUN24-40000-C,26801.58,buy,,0.2,,,,
366,264875155,2023-09-18 10:20:05,0,0.0755,0.07524077,54.73,BTC-28JUN24-40000-C,27000.87,buy,,0.1,,,,
367,264876834,2023-09-18 10:30:45,0,0.076,0.07566678,54.86,BTC-28JUN24-40000-C,27031.02,buy,,0.1,,,,
368,264894432,2023-09-18 12:54:26,0,0.0803,0.07930753,55.18,BTC-28JUN24-40000-C,27394.89,buy,,25.0,95998,BTC-CDIAG-28JUN24_29MAR24-40000_38000,,
369,264956942,2023-09-19 09:28:37,2,0.08,0.0802101,55.51,BTC-28JUN24-40000-C,27272.31,buy,,1.0,,,,
370,264956943,2023-09-19 09:28:37,3,0.08,0.0802101,55.51,BTC-28JUN24-40000-C,27272.31,buy,,0.6,,,,
371,264957008,2023-09-19 09:29:02,3,0.08,0.08031499,55.46,BTC-28JUN24-40000-C,27292.66,buy,,0.4,,,,
372,264957009,2023-09-19 09:29:02,3,0.08,0.08031499,55.46,BTC-28JUN24-40000-C,27292.66,buy,,0.3,,,,
373,264957280,2023-09-19 09:30:33,3,0.08,0.08034948,55.42,BTC-28JUN24-40000-C,27314.23,buy,,0.7,,,,
374,264957505,2023-09-19 09:31:03,3,0.08,0.08025319,55.4,BTC-28JUN24-40000-C,27311.27,buy,,1.0,,,,
375,264957671,2023-09-19 09:31:33,0,0.0805,0.08055576,55.54,BTC-28JUN24-40000-C,27322.0,sell,,0.6,,,,
376,264958047,2023-09-19 09:35:13,0,0.081,0.08077352,55.61,BTC-28JUN24-40000-C,27351.77,sell,,1.6,,,,
377,264979107,2023-09-19 14:10:54,2,0.08,0.07942314,56.23,BTC-28JUN24-40000-C,27031.84,sell,,0.2,,,,
378,264982274,2023-09-19 14:45:03,2,0.0799,0.07990616,55.86,BTC-28JUN24-40000-C,27148.97,buy,,12.5,96283,BTC-CS-28JUN24-40000_50000,,
379,264990301,2023-09-19 15:41:56,0,0.0818,0.08110023,55.95,BTC-28JUN24-40000-C,27321.98,buy,,25.0,96303,,,
380,265002759,2023-09-19 18:02:28,2,0.0795,0.07941216,55.73,BTC-28JUN24-40000-C,27141.44,sell,,0.1,,,,
381,265004255,2023-09-19 18:37:25,3,0.0795,0.07962967,55.7,BTC-28JUN24-40000-C,27159.27,sell,,0.1,,,,
382,265006338,2023-09-19 19:26:26,3,0.0795,0.07927238,55.76,BTC-28JUN24-40000-C,27131.22,buy,,1.0,,,,
383,265023771,2023-09-20 02:09:38,0,0.0822,0.08126589,56.21,BTC-28JUN24-40000-C,27302.71,sell,,12.5,96381,BTC-CS-28JUN24-40000_50000,,
384,265024403,2023-09-20 02:25:26,2,0.0811,0.08089763,56.1,BTC-28JUN24-40000-C,27222.5,sell,,12.5,96383,BTC-CS-28JUN24-40000_50000,,
385,265027638,2023-09-20 04:10:08,2,0.0806,0.08061669,56.25,BTC-28JUN24-40000-C,27110.32,sell,,12.5,96392,BTC-CS-28JUN24-40000_50000,,
386,265027646,2023-09-20 04:10:34,0,0.0809,0.08061305,56.36,BTC-28JUN24-40000-C,27107.7,buy,,12.5,96393,BTC-CS-28JUN24-40000_50000,,
387,265034731,2023-09-20 06:57:21,0,0.0855,0.08445436,57.93,BTC-28JUN24-40000-C,27061.2,sell,,0.2,,,,
388,265038481,2023-09-20 08:31:02,0,0.086,0.08635883,57.88,BTC-28JUN24-40000-C,27145.4,sell,,0.7,,,,
389,265038482,2023-09-20 08:31:02,1,0.086,0.08635883,57.88,BTC-28JUN24-40000-C,27145.4,sell,,0.2,,,,
390,265038483,2023-09-20 08:31:02,1,0.086,0.08635883,57.88,BTC-28JUN24-40000-C,27145.4,buy,,7.6,,,,
391,265038689,2023-09-20 08:41:06,1,0.086,0.08557123,57.88,BTC-28JUN24-40000-C,27144.35,buy,,5.0,,,,
392,265038699,2023-09-20 08:41:21,1,0.086,0.08555238,57.88,BTC-28JUN24-40000-C,27144.24,buy,,6.5,,,,
393,265040861,2023-09-20 09:26:27,0,0.0865,0.08665016,58.09,BTC-28JUN24-40000-C,27116.78,sell,,1.4,,,,
394,265043343,2023-09-20 09:59:35,2,0.0855,0.08535033,57.98,BTC-28JUN24-40000-C,27049.08,buy,,3.6,,,,
395,265044050,2023-09-20 10:11:23,2,0.085,0.08497226,57.94,BTC-28JUN24-40000-C,26999.87,sell,,0.1,,,,
396,265046039,2023-09-20 10:56:53,0,0.0885,0.08664088,58.88,BTC-28JUN24-40000-C,27070.72,buy,,0.8,,,,
397,265046081,2023-09-20 10:57:35,2,0.088,0.08736277,58.73,BTC-28JUN24-40000-C,27065.12,buy,,0.9,,,,
398,265046082,2023-09-20 10:57:35,3,0.088,0.08736277,58.73,BTC-28JUN24-40000-C,27065.12,buy,,0.1,,,,
399,265047458,2023-09-20 11:33:52,3,0.088,0.08824222,58.65,BTC-28JUN24-40000-C,27100.98,buy,,0.8,,,,
400,265047522,2023-09-20 11:34:48,2,0.0875,0.0879905,58.51,BTC-28JUN24-40000-C,27096.23,buy,,1.2,,,,
401,265047782,2023-09-20 11:40:45,2,0.087,0.08739031,58.35,BTC-28JUN24-40000-C,27098.63,buy,,0.7,,,,
402,265048908,2023-09-20 12:20:00,0,0.0875,0.08692907,58.45,BTC-28JUN24-40000-C,27128.55,buy,,1.0,,,,
403,265048909,2023-09-20 12:20:00,1,0.0875,0.08692907,58.45,BTC-28JUN24-40000-C,27128.55,buy,,0.1,,,,
404,265051379,2023-09-20 13:18:23,2,0.084,0.08508965,57.42,BTC-28JUN24-40000-C,27110.53,sell,,0.2,,,,
